Veloc,Acele,Des_x,Des_y,Des_z,Presn,VelPr,AcePr,F5EEX,F6EES,F8EIX,F7EIS,F9EEX,F10ES,F11EX,F12ES,F13EV,F14EV,F17MS,F18MX,F15MS,F16MX,F19MH,F20MH,F1EBX,F2EBS,F4EBX,F3EBS,01_C,02_A,03_D,04_M
0.58222351,0.57694249,0.43400580,0.29968901,0.85774919,0.58358663,0.16981132,0.17777778,0.43493190,0.26761389,0.37335392,0.24523948,0.40302727,0.31200892,0.25977695,0.40782241,0.62944723,0.49558664,0.46936969,0.35445138,0.37506671,0.28454083,0.48168922,0.37142361,0.45007347,0.49938562,0.30427873,0.24834293,-1,1,-1,-1
0.50339527,0.55684976,0.38194614,0.21749045,0.81037294,0.56838906,0.15094340,0.13333333,0.44301466,0.28452474,0.37478441,0.24833063,0.41219195,0.34534078,0.26180484,0.44086373,0.64435036,0.50653575,0.48083059,0.37460616,0.38070030,0.29995489,0.50654378,0.36801358,0.42996120,0.52591558,0.30203721,0.25101779,-1,1,-1,-1
0.41826986,0.38358028,0.32306264,0.19708757,0.61918284,0.56231003,0.15094340,0.13333333,0.44818728,0.24998780,0.36011617,0.24335908,0.43844326,0.32234049,0.25610084,0.43511681,0.62441996,0.48967225,0.49251093,0.33488660,0.37791981,0.26274783,0.45652759,0.39440985,0.44620616,0.50852022,0.30692159,0.24917155,-1,1,-1,-1
0.19191079,0.10362708,0.29519811,0.11997729,0.13269713,0.55623100,0.11320755,0.11111111,0.42018146,0.22402279,0.33177532,0.22859288,0.43026247,0.29568906,0.23608097,0.41614478,0.60175708,0.47152927,0.46873351,0.31658724,0.35226024,0.25297049,0.42654893,0.39452537,0.46990925,0.49738994,0.29862455,0.23858461,-1,1,-1,-1
0.18156958,0.11501841,0.34536367,0.11433021,0.06743887,0.55319149,0.11320755,0.11111111,0.40993341,0.22887396,0.34054871,0.24165744,0.43509942,0.30341588,0.23506587,0.42251241,0.60152201,0.46911695,0.47382556,0.29853862,0.35207631,0.23494565,0.40615721,0.40207745,0.49124195,0.49183341,0.29862039,0.24775215,-1,1,-1,-1
0.15298142,0.13444274,0.29223132,0.09618848,0.04163102,0.55319149,0.07547170,0.11111111,0.40821972,0.22607788,0.34767316,0.25898358,0.44419644,0.30901504,0.24039354,0.42842044,0.58898632,0.45121534,0.49475760,0.28411513,0.35543019,0.21717233,0.38638836,0.41838110,0.48713819,0.49842129,0.30395523,0.25898812,-1,1,-1,-1
0.13530030,0.11302640,0.26394157,0.08355452,0.01883895,0.55927052,0.05660377,0.08888889,0.39272393,0.22244904,0.33981498,0.25880391,0.44190913,0.32374631,0.23059777,0.44952407,0.57880863,0.43691328,0.48798735,0.27996109,0.35103966,0.21037010,0.38459142,0.40463238,0.47149131,0.51389555,0.30082250,0.25490578,-1,1,-1,-1
0.15027293,0.09815781,0.27697051,0.10621337,0.01132820,0.55927052,0.03773585,0.06666667,0.35268292,0.20945861,0.31971098,0.25400687,0.41603240,0.30314115,0.22119983,0.43551859,0.56046614,0.42197243,0.45419785,0.25706420,0.32555216,0.19710306,0.35575820,0.39114642,0.46293972,0.54379400,0.28777905,0.24237214,-1,1,-1,-1
0.15178140,0.09129166,0.27908196,0.10612425,0.02686461,0.55319149,0.03773585,0.08888889,0.32905771,0.18257181,0.31245290,0.25547267,0.39770256,0.26589439,0.23008790,0.39900210,0.54462664,0.40206780,0.46160861,0.22314777,0.32700972,0.16665840,0.32054082,0.40430665,0.48929851,0.56725689,0.27914746,0.24153954,-1,1,-1,-1
0.14865150,0.08663303,0.26705391,0.11000993,0.03602031,0.54407295,0.05660377,0.08888889,0.31718633,0.19576171,0.31472221,0.26773132,0.38051140,0.27900511,0.24044318,0.40324901,0.54957797,0.40354522,0.44956862,0.22831112,0.32107118,0.16649839,0.31843906,0.40121622,0.47791376,0.62280933,0.26812456,0.25256581,-1,1,-1,-1
0.15923989,0.05639375,0.28504393,0.12179882,0.02490118,0.53495441,0.03773585,0.08888889,0.32266700,0.20352910,0.31835635,0.28434307,0.38516128,0.29127091,0.25457804,0.41609811,0.54750563,0.40255038,0.45473050,0.23685506,0.33356032,0.16251404,0.32366589,0.40359216,0.48080697,0.68190526,0.25757581,0.27289974,-1,1,-1,-1
0.20957184,0.07185353,0.40800469,0.13922305,0.03925192,0.53495441,0.07547170,0.13333333,0.32886150,0.20027073,0.31551177,0.29650575,0.39138203,0.28423594,0.27206310,0.42245310,0.53010420,0.39564679,0.44073355,0.23639325,0.33834957,0.16304345,0.32528094,0.39584888,0.44114316,0.73692627,0.27036277,0.28938616,-1,1,-1,-1
0.23577210,0.08484273,0.47430304,0.12809947,0.08616673,0.53191489,0.09433962,0.13333333,0.31217765,0.18075876,0.29046555,0.27364047,0.35869307,0.24685596,0.25486630,0.37685187,0.52550173,0.39186419,0.43850069,0.26150746,0.34776934,0.18280022,0.35363174,0.39097751,0.46988745,0.73978413,0.25863531,0.28499258,-1,1,-1,-1
0.24216393,0.07375723,0.47770779,0.13036780,0.10673930,0.52887538,0.07547170,0.13333333,0.30560047,0.17623083,0.29364445,0.28354738,0.34476157,0.22711141,0.26097471,0.34870117,0.51548664,0.38071510,0.44726279,0.28239997,0.35607901,0.19694282,0.37301011,0.39638679,0.48862458,0.73156262,0.25600046,0.28532459,-1,1,-1,-1
0.25803984,0.08528376,0.52555826,0.12940538,0.10883638,0.53191489,0.09433962,0.13333333,0.34020835,0.19723562,0.34385365,0.33037702,0.38442254,0.26075446,0.28745536,0.37041697,0.54667965,0.40905467,0.47654086,0.28003853,0.38694299,0.19959525,0.38812063,0.40573182,0.50898694,0.70728901,0.27876856,0.33019897,-1,1,-1,-1
0.30162826,0.13458339,0.47840975,0.20586057,0.10153027,0.53495441,0.07547170,0.13333333,0.33295996,0.18626141,0.33533914,0.31371408,0.37492790,0.25600636,0.26715171,0.35521029,0.53770928,0.39929754,0.47899961,0.28127144,0.39018970,0.19875549,0.38932152,0.40551829,0.49522862,0.68408872,0.28983901,0.32699735,-1,1,-1,-1
0.25687089,0.23757271,0.38350411,0.18247125,0.10250790,0.54711246,0.11320755,0.13333333,0.37333771,0.19787958,0.35366329,0.32731649,0.40269797,0.27539097,0.27830095,0.38271087,0.54610705,0.41486974,0.49433996,0.28278943,0.40158652,0.20625577,0.40020982,0.41096547,0.47476631,0.69394707,0.31048192,0.35137479,-1,1,-1,-1
0.20440453,0.21156412,0.27073147,0.15976647,0.09325130,0.55623100,0.09433962,0.13333333,0.39002180,0.21356669,0.37963233,0.35060994,0.41623065,0.30979134,0.30731816,0.41027882,0.56273459,0.43271701,0.53336187,0.28507967,0.43168410,0.20628132,0.41295136,0.42682560,0.47672551,0.66748619,0.32196851,0.35871692,-1,1,-1,-1
